"Name","Description","Main Category","Categories","Query","City","Address","Ward","Street","Postal Code","State","Country Code","Time Zone","Plus Code","Phone","Website","Rating","Reviews","Score","Score Category","Price Range","Status","Latitude","Longitude","About","Service Name","Service Option"
"Butler Paris","Butler Paris est une entreprise spécialisée dans le placement d'extra en restauration et hôtellerie. Forts d'une expertise approfondie dans le secteur, nous mettons à disposition des professionnels de la gastronomie des talents temporaires de qualité. Que ce soit pour combler des besoins ponctuels lors de périodes de pointe ou pour des événements spéciaux, notre service de placement d'extra offre une solution flexible et efficace. Nous nous engageons à fournir des collaborateurs qualifiés qui répondent aux exigences élevées de l'industrie, garantissant ainsi une expérience client exceptionnelle.","Organisateur d'événements","Organisateur d'événements; Centre de formation","agence evenementiel in chambery","Paris","28 Rue de Chambéry, 75015 Paris","","28 Rue de Chambéry","75015","","FR","Europe/Paris","R8J3+64 Paris","01 80 91 61 80","https://butler.paris/","3.4","5","53","Average","","","48.8306028","2.3028003","","",""
"6ESENS | Traiteur Haut de Gamme & Luxe | Paris","Créons ensemble l?événement qui vous ressemble !

Notre cuisine en 3 mots : authentique, créative et raffinée.
Des associations savoureuses, parfois surprenantes.

Nous réalisons vos envies les plus audacieuses : lancez-nous vos défis !

#traiteurhautdegamme #traiteursurmesure","Traiteur","Traiteur","agence evenementiel in chambery","Paris","28 Rue de Chambéry, 75015 Paris","","28 Rue de Chambéry","75015","","FR","Europe/Paris","R8J3+64 Paris","01 80 91 61 81","http://www.6em-sens.fr/","5.0","34","90","Excellent","","Ouvert ? Ferme à 19:00","48.8306028","2.3028003","Services disponibles","Services disponibles","Livraison; Vente à emporter"
"Samy Voyages","Somos un pequeño emprendimiento ubicado en Francia,con más de un año de experiencia,asesorando,guiando,organizando y atendiendo a clientes a través del ámbito digital para que puedan realizar viajes por el mundo de forma segura y personalizada.Mi nombre es Samy,de origen cubano y con más de 20 años de experiencia,viajando por el mundo.Mis servicios están enfocados a cubrir aquellas necesidades que el cliente me demanda(Viajes organizados,Viajes Senior,Viajes Escolares,Viajes Familiares,Viajes de Negocios,Viajes de Grupo,Viajes de Novio y Organización de Bodas y Eventos Internacionales).En pleno auge,seguimos creciendo.","Agence événementielle","Agence événementielle","agence evenementiel in croix","Paris","200 Rue de la Croix Nivert, 75015 Paris","","200 Rue de la Croix Nivert","75015","","FR","Europe/Paris","R7QQ+6H Paris","06 99 04 55 49","https://samyvoyages.com/","0.0","0","60","Average","","Ouvert 24h/24","48.8380374","2.2889564","Clientèle; Parking","Clientèle; Parking","LGBTQ+ friendly; Parking payant dans la rue"
"Cinétique Tournage","Cinétique Tournage Conseil-
Intégration Audiovisuelle","Organisateur d'événements","Organisateur d'événements","agence evenementiel in croix","Paris","191 Rue de la Croix Nivert, 75015 Paris","","191 Rue de la Croix Nivert","75015","","FR","Europe/Paris","R7QQ+6Q Paris","06 78 68 26 89","","0.0","0","60","Average","","","48.838078599999996","2.2894779","","",""
"Organisation de séminaires sportifs Sport Coach -seminaire incentive Paris","","Agence événementielle","Agence événementielle","agence evenementiel in croix","Paris","28 Rue de l'Amiral Hamelin 75016, 75116 Paris","","28 Rue de l'Amiral Hamelin 75016","75116","","FR","Europe/Paris","V78R+WW Paris","01 85 73 42 47","http://www.sport-coach.fr/","5.0","1","63","Good","","","48.867281299999995","2.2923062","","",""
"Bien Aimer Voyager Events","","Organisateur d'événements","Organisateur d'événements","agence evenementiel in croix","Paris","41 Rue de Tanger, 75019 Paris","","41 Rue de Tanger","75019","","FR","Europe/Paris","V9QC+23 Paris","","https://www.bav-events.com/","0.0","0","60","Average","","Ouvert ? Ferme à 17:30","48.887574199999996","2.3701252","","",""
"Wave in Paris","Wave in Paris - Premier centre de vague indoor au coeur de Paris. Venez vous adonner à la pratique de la glisse dans un cadre branché et convivial.
A votre disposition également un bar où vous pouvez profiter de nos jeux tels que le baby foot et les fléchettes.

Egalement 4 courts de squashs ouverts à la location grâce à @Squash Horizon!","École de surf","École de surf; Bar; Club de jeux de société; Espace de coworking; Bar à fléchettes; Salle de billard; Restaurant; Club de squash","agence evenementiel in croix","Paris","107 Rue de la Croix Nivert, 75015 Paris","","107 Rue de la Croix Nivert","75015","","FR","Europe/Paris","R7RV+XR Paris","06 66 07 49 75","https://www.waveinparis.com/","4.9","968","94","Excellent","","Ouvert ? Ferme à 23:00","48.8424657","2.2946103","Services disponibles; Accessibilité; Services; Parking","Services disponibles; Accessibilité; Services; Parking","Services sur place; Cours en ligne; Entrée accessible en fauteuil roulant; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant; Toilettes non genrées; Parking payant dans la rue"
"Press & Play","","Agence de publicité","Agence de publicité","agence evenementiel in croix","Paris","5 Vla Sainte-Croix, 75017 Paris","","5 Vla Sainte-Croix","75017","","FR","Europe/Paris","V8VF+GM Paris","01 42 63 49 67","https://www.pressandplay.fr/","0.0","0","60","Average","","","48.8938674","2.324245","","",""
"Potel et Chabot","Ambassadeur de l?art de vivre à la française depuis 1820, Potel et Chabot crée des événements sur-mesure de 2 à 5000 personnes partout en France et aux quatre coins du monde. 7 Pavillons exclusifs à Paris et 1 Pavillon d?exception en Chine.","Organisateur d'événements","Organisateur d'événements; Traiteur; Entreprise de scénographie","agence evenementiel in croix","Paris","3 Rue de Chaillot, 75116 Paris","","3 Rue de Chaillot","75116","","FR","Europe/Paris","V78W+FC Paris","01 53 23 15 15","https://poteletchabot.com/","4.2","108","62","Good","","Ouvert ? Ferme à 19:00","48.866200299999996","2.2960065","Accessibilité","Accessibilité","Entrée accessible en fauteuil roulant"
"ITiForums","ITiForums est un accélérateur de business pour les offreurs de solutions digitales et technologiques et un accélérateur des politiques d?innovation pour les tous les décideurs de l?IT, du Digital et de l?Innovation (DSI, CTO, CDO, Innovation Officers et les Directions Métiers de l?Entreprise - RH, Relation Client, Marketing, Finance etc.).
ITiForums est devenu en 12 ans le Business Accelerator de référence choisi par plus de 1000 fournisseurs, SSII intégrateurs, startups, éditeurs, cabinets de conseil, et prestataires de l?IT et Digital.
Fort d?un partenariat exclusif avec le CRiP (www.crip-asso.fr) et l?IMA (www.ima-dt.org),
ITiForums bénéficie d?un accès stratégique à la plus grande communauté française de décideurs IT & Innovation.","Agence événementielle","Agence événementielle","agence evenementiel in croix","Paris","24 Rue Erlanger 3ème Étage, 75016 Paris","","24 Rue Erlanger 3ème Étage","75016","","FR","Europe/Paris","R7W6+G9 Paris","","http://www.itiforums.com/","1.0","1","56","Average","","","48.8463156","2.2609106999999997","","",""
"Laura Z","Wedding planner à Paris et dans toute la France depuis 14 ans avec plus de 300 réceptions à notre actif. Nous organisons des mariages de luxe, des événements de prestige et des réceptions haut de gamme avec nous , aucun stress pour vous seulement du plaisir .Nous sommes une équipe passionnée par ce qu?elle fait et qui s?investit totalement dans l?organisation sur-mesure de tous vos événements afin que vous, vos familles et amis profitiez pleinement de ces moments merveilleux. Chez Laura Z au delà du soin infini apporté à l?organisation des mariages qui nous sont confiés, la recherche du confort des invités et du plaisir des mariés priment.
La garantie d?un mariage d?exception en toute sérénité.","Organisateur de mariages","Organisateur de mariages; Traiteur; Agence de design; Organisateur d'événements; Célébrant.e de mariage; Photographe de mariage; Prestataire de mariage","agence evenementiel in combs-la-ville","Paris","19 Rue du Général Delestraint, 75016 Paris","","19 Rue du Général Delestraint","75016","","FR","Europe/Paris","R7R5+V9 Paris","06 32 64 37 27","https://www.laura-z.fr/","4.5","64","71","Good","","Ouvert ? Ferme à 20:00","48.842168799999996","2.2584534","Parking","Parking","Parking payant dans la rue"
"Linkaband","Linkaband est la première plateforme de réservation de groupes de musique, musiciens et DJ en France ! Grâce à notre catalogue de plus de 30 000 artistes prestataires, nous saurons répondre vite et bien à toutes vos demandes, même les plus compliquées. Que vous organisiez un mariage, une soirée d'entreprise, une réception privée ou tout autre événement Linkaband est votre solution pour la musique live ! À la recherche de votre prochain DJ pour une soirée électrique ? D'un groupe de musique latino pour vous faire voyager ? Ou encore d'un trio jazz manouche expérimenté ? Ce qui est sûr, c'est que vous êtes au bon endroit ! Nos références (Accord Hotel, Unibail Rodamco, Hard Rock café et des centaines d'autres professionnels et particuliers).","Agence artistique","Agence artistique; Disc-jockey; Agence événementielle","agence evenementiel in asnieres-sur-seine","Paris","169 bis Rue Marcadet, 75018 Paris","","169 bis Rue Marcadet","75018","","FR","Europe/Paris","V8RP+GM Paris","01 84 80 14 40","https://linkaband.com/?utm_medium=gmb&utm_campaign=idf","4.9","912","95","Excellent","","Ouvert 24h/24","48.8913602","2.3366819","","",""
"La Fabrique Générale","Lieu événementiel pour les entreprises : séminaires, formations, conférences, diners, soirées.","Espace événementiel","Espace événementiel; Agence événementielle","agence evenementiel in asnieres-sur-seine","Paris","2 Bis Rue Léon Cosnard, 75017 Paris","","2 Bis Rue Léon Cosnard","75017","","FR","Europe/Paris","V8M7+G4 Paris","01 86 95 81 73","https://www.lafabriquegenerale.com/","4.8","186","93","Excellent","","Ouvert ? Ferme à 18:00","48.883760099999996","2.312779","Accessibilité","Accessibilité","Entrée accessible en fauteuil roulant"
"Espaces à La Carte","Espaces à la carte est la première agence de recherche de lieux à Paris. Nous cherchons et organisons pour vous la location de salle ou d'espaces pour vos événements dans Paris.","Agence événementielle","Agence événementielle","agence evenementiel in asnieres-sur-seine","Paris","38 Rue du Général Foy, 75008 Paris","","38 Rue du Général Foy","75008","","FR","Europe/Paris","V8H8+RW Paris","01 42 89 52 22","https://www.espacesalacarte.fr/","5.0","2","66","Good","","Ouvert ? Ferme à 18:30","48.8795654","2.3172813999999997","Parking","Parking","Parking payant dans la rue"
"Agence Béa","","Organisateur d'événements","Organisateur d'événements","agence evenementiel in athis-mons","Paris","27 Rue de la Félicité, 75017 Paris","","27 Rue de la Félicité","75017","","FR","Europe/Paris","V8P6+V6 Paris","06 17 98 46 70","http://agence-bea.com/","5.0","2","66","Good","","","48.8872393","2.3105477","","",""
"Privateaser","Privateaser : Votre allié pour des événements mémorables ?

Vous cherchez un lieu pour un anniversaire, un afterwork ou une soirée d?entreprise ? Privateaser simplifie la réservation de bars, restaurants et salles pour tous vos événements de groupe ! Avec des options sur mesure, des offres exclusives et des lieux pour tous les goûts, trouver l?endroit parfait n?a jamais été aussi simple. Profitez de lieux uniques dans toute la France, et personnalisez votre expérience selon vos envies. Ne laissez plus l?organisation gâcher la fête, Privateaser s?occupe de tout pour que vous profitiez pleinement !","Organisateur d'événements","Organisateur d'événements; Bar; Bar à bières; Bar à cocktails; Siège social; Bar karaoké; Service d'organisation d'événements professionnels; Restaurant; Bar sportif; Bar à vin","agence evenementiel in athis-mons","Paris","Privateaser SA, 42 Rue Marguerite de Rochechouart Escalier B, 75009 Paris","","Privateaser SA, 42 Rue Marguerite de Rochechouart Escalier B","75009","","FR","Europe/Paris","V8HW+P9 Paris","01 76 42 03 86","https://www.privateaser.com/","4.6","355","77","Good","","Ouvert 24h/24","48.8793544","2.3459176999999998","Services disponibles; Accessibilité; Clientèle","Services disponibles; Accessibilité; Clientèle","Rendez-vous en ligne; Services sur place; Parking accessible en fauteuil roulant; LGBTQ+ friendly; Safe place pour les transgenres"
"IN OFF","","Agence événementielle","Agence événementielle","agence evenementiel in aubervilliers","Paris","189 Rue d'Aubervilliers voie E porte 15, 75018 Paris","","189 Rue d'Aubervilliers voie E porte 15","75018","","FR","Europe/Paris","V9W9+WW Paris","01 58 20 00 06","http://www.in-off.fr/","4.8","4","70","Good","","Ouvert ? Ferme à 19:00","48.8972641","2.3697852","","",""
"Paris Privé","","Organisateur d'événements","Organisateur d'événements","agence evenementiel in boissy-saint-leger","Paris","66 Av. des Champs-Élysées, 75008 Paris","","66 Av. des Champs-Élysées","75008","","FR","Europe/Paris","V8C4+94 Paris","06 98 31 18 04","","4.0","2","63","Good","","","48.870897799999995","2.3053629","","",""
"Moodiz - Traiteur Evenementiel","Moodiz propose une offre buffet traiteur sur-mesure créative et gourmande pour tous vos événements personnels et professionnels, pour tous les moments de la journée, du petit déjeuner au cocktail dinatoire.","Traiteur","Traiteur; Agence événementielle","agence evenementiel in boissy-saint-leger","Paris","82 Rue Blanche, 75009 Paris","","82 Rue Blanche","75009","","FR","Europe/Paris","V8JJ+WQ Paris","01 42 41 75 41","https://moodiz.fr/","4.8","42","83","Excellent","??","","48.882286199999996","2.3319616","Services disponibles; Accessibilité; Paiements","Services disponibles; Accessibilité; Paiements","Vente à emporter; Livraison; Services sur place; Repas sur place; Entrée accessible en fauteuil roulant; Pluxee"
"Location Hôtel Particulier Paris","Location Hôtel Particulier Paris est une agence événementielle spécialisée dans la mise à disposition de lieux prestigieux pour les événements d'entreprises à Paris.","Organisateur d'événements","Organisateur d'événements","agence evenementiel in boissy-saint-leger","Paris","9 Rue Anatole de la Forge, 75017 Paris","","9 Rue Anatole de la Forge","75017","","FR","Europe/Paris","V7GR+GV Paris","01 88 33 42 33","http://www.location-hotel-particulier-paris.fr/","5.0","2","66","Good","","Ouvert 24h/24","48.876348799999995","2.2922012","Services disponibles; Parking","Services disponibles; Parking","Services sur place; Rendez-vous en ligne; Parking payant dans la rue"
"Cosy Meeting Center - Location de Salle Paris 8","Cosy meeting center, situé au 34 avenue des Champs Elysées à Paris 8 est ouvert H24 et 7j/7j sur réservation.
Ce lieu hors du commun de 250 m² est spécialisé dans l?organisation d'événements professionnels et privés. Vous pourrez ainsi y organiser des meeting, workshop, journée d?étude, séminaire, incentive, conférence, team-building comme des cocktails, soirée, anniversaire, banquet, Bar Mitzva ?
Les espaces, climatisés, aménagés sur-mesure, comprennent des salons privatifs baignés de lumière, calmes et modulables ainsi qu? un balcon rotonde avec vue sur le Sacré-C?ur et une terrasse.
Est à disposition gratuite du matériel high tech pour projection, sonorisation, visioconférence ? Restauration, service traiteur, animation, DJ sur demande.","Espace événementiel","Espace événementiel; Salle de banquet; Traiteur; Centre de conférence; Espace de coworking; Agence événementielle; Organisateur d'événements; Service d'organisation d'événements professionnels; Agence de location de bureaux; Séminaire","agence evenementiel in boissy-saint-leger","Paris","34 Av. des Champs-Élysées, 75008 Paris","","34 Av. des Champs-Élysées","75008","","FR","Europe/Paris","V8C5+39 Paris","01 83 75 91 00","https://www.cosymeetingcenter.fr/","5.0","60","94","Excellent","","Ouvert ? Ferme à 20:00","48.8701742","2.3083967999999997","Accessibilité","Accessibilité","Entrée accessible en fauteuil roulant"
"LES TÊTES DE PUB","Nés de la rencontre impromptue entre luxe et mode connectée, pop et urbanité, animés d'une volonté de réinventer la publicité, LES TÊTES DE PUB, ce sont différents horizons qui, ensemble, apportent de nouvelles dimensions à la Marque.
Que ce soit pour la créer, la challenger, lui donner la parole ou lui fabriquer des moments d'exception, LES TÊTES DE PUB n'ont qu'une idée en tête : défier les attentes.","Agence de publicité","Agence de publicité; Photographe commercial; Agence événementielle; Agence de marketing; Société de production vidéo","agence evenementiel in evry","Paris","25 Rue des Dames, 75017 Paris","","25 Rue des Dames","75017","","FR","Europe/Paris","V8MF+QQ Paris","09 81 39 25 34","https://lestetesdepub.com/","5.0","10","80","Excellent","","Ouvert ? Ferme à 19:00","48.8843792","2.3243958","Services disponibles; Parking","Services disponibles; Parking","Rendez-vous en ligne; Services sur place; Parking payant dans la rue"
"Saphyyr Events","Votre événement, une ?uvre d'art. Notre agence événementielle transforme vos visions en réalité. De la conception à la réalisation, nous vous accompagnons dans chaque étape pour créer des moments inoubliables. Séminaires, lancements de produits... confiez-nous votre projet, nous nous chargeons du reste.","Agence événementielle","Agence événementielle","agence evenementiel in clichy","Paris","24 Rue de Clichy, 75009 Paris","","24 Rue de Clichy","75009","","FR","Europe/Paris","V8HH+GW Paris","06 25 06 27 18","https://saphyyrevents.fr/","0.0","0","60","Average","","Ouvert ? Ferme à 18:00","48.878833099999994","2.3298593","","",""
"Face B Événements","CREATION ET ORGANISATION DE VOS PLUS BELLES FÊTES
** COORDINATION DU JOUR J
** DÉCORATION SUR MESURE
** ORGANISATION DE A À Z, PROPOSITION DES PRESTATAIRES ET DU LIEUX IDÉAL","Organisateur d'événements","Organisateur d'événements","agence evenementiel in compiegne","Paris","17 Rue du Général Delestraint, 75016 Paris","","17 Rue du Général Delestraint","75016","","FR","Europe/Paris","R7R5+XC Paris","06 20 35 84 19","https://www.facebevenements.com/","4.8","20","77","Good","","Ouvert ? Ferme à 19:00","48.8423763","2.2585292","Fournis par l'établissement; Services disponibles","Fournis par l'établissement; Services disponibles","S'identifie comme géré par une femme; Rendez-vous en ligne"
"Anissa event","","Organisateur d'événements","Organisateur d'événements","agence evenementiel in conflans-sainte-honorine","Paris","111 Av. Victor Hugo, 75116 Paris","","111 Av. Victor Hugo","75116","","FR","Europe/Paris","V79M+87 Paris","06 20 18 40 32","https://anissa-event.fr/?fbclid=PAAaa18Nnj2LeK-8aO8-m4VRhUaXdJ_7DRjFrGFc1QH3__6HPSya9up-m0raU","5.0","1","63","Good","","","48.8682703","2.2831627","","",""
"KEEZE Courcelles","A quelques pas du parc Monceau, KEEZE Courcelles propose deux espaces événementiels entièrement privatisables au 6ème et 7ème étage d?un immeuble du 17ème arrondissement. Un ascenseur privé vous emmènera directement à l'Etage, un espace de 100m2 avec sa belle terrasse de 30m2 pour une expérience authentique, exclusive et personnalisable. Le deuxième espace, la Loggia, propose 45m2 aux tons doux et colorés qui s'ouvrent sur une jolie terrasse arborée. Son cadre confidentiel et confortable en font un lieu idéal pour des réunions et journées d?équipe jusqu?à 10 personnes.","Organisateur d'événements","Organisateur d'événements","agence evenementiel in conflans-sainte-honorine","Paris","16 Rue Médéric, 75017 Paris","","16 Rue Médéric","75017","","FR","Europe/Paris","V8J3+6C Paris","01 42 41 33 54","http://www.keeze.co/","4.7","12","75","Good","","Ouvert ? Ferme à 19:00","48.8805574","2.3035353","","",""
"ATCHOUM ANIMATIONS ET SPECTACLES","Depuis 1995, Atchoum Animations et Spectacles propose des anniversaires à thèmes et des spectacles pour les enfants à domicile ou en entreprise dans toute la France.","Agence spécialisée dans l'organisation de fêtes","Agence spécialisée dans l'organisation de fêtes; Service de fête pour enfants","agence evenementiel in coulommiers","Paris","23ter Rue du Télégraphe, 75020 Paris","","23ter Rue du Télégraphe","75020","","FR","Europe/Paris","V9FX+5M Paris","06 61 34 97 26","http://www.animation-enfant.org/","4.5","20","69","Good","","Ouvert ? Ferme à 17:30","48.872912899999996","2.3991591999999997","Fournis par l'établissement","Fournis par l'établissement","S'identifie comme géré par une femme"
"Dj Evénement Paris","La référence Dj à Paris et en Ile-de-France pour vos événements et soirées d'entreprises et vos soirées privées. ( Mariage, anniversaire ...)","Disc-jockey","Disc-jockey","agence evenementiel in coulommiers","Paris","19 Rue Vignon, 75008 Paris","","19 Rue Vignon","75008","","FR","Europe/Paris","V8CG+JF Paris","07 76 96 44 34","","5.0","45","92","Excellent","","Ouvert 24h/24","48.871503999999995","2.3261756","","",""
"Joubert Events","Joubert Events, l'agence événementielle MICE de Joubert Voyages
Notre agence événementielle a pour mission la création et l?organisation de vos séminaires, voyages incentives, réunions, congrès, team buildings, et soirées de gala.

Réussir un événement, c?est unir la confiance et la fiabilité. Ces deux mots portent nos valeurs, incarnés par la créativité de nos collaborateurs. Nous construisons un nid d?émotions autour de votre projet, unissant nos compétences reconnues, notre instinct et notre savoir-faire. Qu?il s?agisse d?un séminaire, d?une soirée ou d?un événement professionnel, Joubert Events façonne un programme ajusté à vos besoins dont l?éclosion sera votre réussite.","Agence événementielle","Agence événementielle","agence evenementiel in la blancarde","Paris","18 Rue de Mogador, 75009 Paris","","18 Rue de Mogador","75009","","FR","Europe/Paris","V8FJ+RH Paris","01 48 74 30 12","https://www.joubert-events.com/","5.0","1","63","Good","","Ouvert ? Ferme à 18:30","48.874524199999996","2.3314966999999998","Services disponibles; Planning","Services disponibles; Planning","Rendez-vous en ligne; Rendez-vous obligatoire"
"FREELANCES DE L?ÉVÉNEMENTIEL","","Association ou organisation","Association ou organisation","agence evenementiel in la blancarde","Paris","40 Rue de l'Annonciation, 75016 Paris","","40 Rue de l'Annonciation","75016","","FR","Europe/Paris","V74H+X8 Paris","","http://freelances-evenementiel.org/","0.0","0","60","Average","","","48.857490299999995","2.2782831","","",""
"ViPhone Reparation Macbook","Service de réparation de téléphonie mobile","Mobile phone repair shop","Mobile phone repair shop; Phone repair service","réparation de téléphones in gentilly","Paris","87 boulevard des maréchaux, 75014 Paris, France","","87 boulevard des maréchaux","75014","","FR","Europe/Paris","R8FG+48 Paris, France","+33 7 83 15 56 23","http://www.viphone.fr/","5.0","14","83","Excellent","","Open ? Closes 5?PM","48.8228212","2.3258524","","",""
"Reboot","? REBOOT ? - Atelier expert en réparation de téléphone mobile et ordinateur.
Notre atelier est spécialisé dans la micro-soudure pour des réparations complexes au niveau des cartes mères, Face ID, sur tous les modèles de téléphones mobiles (iPhone, Samsung, Huawei, Oppo, Nokia...) ainsi que sur les ordinateurs Macbook et iPad.","Repair service","Repair service; Phone repair service","réparation de téléphones in suresnes","Paris","2 Rue Amelot, 75011 Paris, France","","2 Rue Amelot","75011","","FR","Europe/Paris","V949+4R Paris, France","+33 7 81 18 43 96","http://www.rebootfr.com/","5.0","55","93","Excellent","","Open ? Closes 6:30?PM","48.8552578","2.369516","Service options; Accessibility; Parking","Service options; Accessibility; Parking","Language assistance; Wheelchair accessible seating; Paid street parking"
"Réparation écran iPhone - changer batterie téléphone - iphonophile","Iphonophile est votre atelier de réparation de confiance à Paris, spécialisé dans les iPhones et autres smartphones. Situés au 3 Rue de Montfaucon, nous offrons un service rapide et fiable pour le remplacement d'écrans cassés, le changement de batterie, et la résolution de tous vos problèmes techniques. Nous réparons également les ordinateurs. En tant qu'experts, nous utilisons des pièces de qualité pour assurer une réparation durable. Retrouvez aussi dans notre boutique un large choix d'accessoires pour personnaliser et protéger votre téléphone. Confiez votre appareil à Iphonophile, la référence en matière de réparation et d'accessoires pour téléphones.","Mobile phone repair shop","Mobile phone repair shop; Cell phone accessory store; Computer repair service; Phone repair service","réparation de téléphones in suresnes","Paris","3 Rue de Montfaucon, 75006 Paris, France","","3 Rue de Montfaucon","75006","","FR","Europe/Paris","V83P+4C Paris, France","+33 1 40 54 18 40","","4.9","830","90","Excellent","","Open ? Closes 8?PM","48.852765999999995","2.336006","","",""
"Aura Lab Tech - Reparation Téléphone - Ordinateur - Tablette - Récupération de données","Vous recherchez des professionnels pour la réparation de téléphone à Paris ? Un centre de réparation tablette ou ordinateur ? Aura Lab Tech est un acteur incontournable du dépannage d?appareils multimédia. Nos experts certifiés prennent en charge tous supports numériques défectueux : téléphone portable, tablette, ordinateur, console de jeux, etc? Des techniciens certifiés et professionnels réparent tous vos appareils quel que soit le problème ou la marque.","Computer service","Computer service; Mobile phone repair shop; Phone repair service; Television repair service","réparation de téléphones in suresnes","Paris","15 Bd des Batignolles, 75008 Paris, France","","15 Bd des Batignolles","75008","","FR","Europe/Paris","V8MG+56 Paris, France","+33 1 86 61 88 58","https://auralabtech.fr/","5.0","133","96","Excellent","","Open ? Closes 7:30?PM","48.8828773","2.3255155","","",""
"Swipphone - Réparation écran iPhone à domicile","Intervention à domicile sur paris et la région parisienne. Déplacement gratuit.","Phone repair service","Phone repair service; Mobile phone repair shop","réparation de téléphones in suresnes","Paris","23 Rue Nollet, 75017 Paris, France","","23 Rue Nollet","75017","","FR","Europe/Paris","V8PF+86 Paris, France","+33 6 65 68 01 69","https://www.swipphone.fr/","4.9","118","91","Excellent","","Open ? Closes 10?PM","48.885756","2.3231136","","",""
"PIXOU PHONE Paris 18eme (75) - Réparation téléphones","PIXOU PHONE est une chaîne spécialisée dans la réparation de smartphones et tablettes en 30 min, toutes marques, tous problèmes, garanties jusqu'à 1 an, ainsi que dans la vente de smartphones et d'accessoires.","Phone repair service","Phone repair service; Cell phone accessory store; Cell phone store; Computer service","réparation de téléphones in suresnes","Paris","82 Rue Vauvenargues, 75018 Paris, France","","82 Rue Vauvenargues","75018","","FR","Europe/Paris","V8WH+WV Paris, France","+33 9 78 80 87 49","https://pixouphone.fr/cliniques/pixou-phone-paris-18eme/","4.8","1181","87","Excellent","","Open ? Closes 8:30?PM","48.89736","2.3296332","Accessibility","Accessibility","Wheelchair accessible entrance; Wheelchair accessible seating"
"Repair-center","Réparation téléphone portable,tablette et ordinateur portable.
Réparation rapide","Mobile phone repair shop","Mobile phone repair shop","réparation de téléphones in suresnes","Paris","19 Rue Montgallet, 75012 Paris, France","","19 Rue Montgallet","75012","","FR","Europe/Paris","R9VQ+C2 Paris, France","+33 9 52 68 99 88","","4.7","162","79","Good","","Open ? Closes 7?PM","48.8435294","2.3875368","Payments","Payments","Credit cards; Debit cards; NFC mobile payments"
"iFixPhone Paris 20","Réparation, ventes :
-Ordinateurs
-Téléphones
Ventes accessoires","Mobile phone repair shop","Mobile phone repair shop","réparation de téléphones in suresnes","Paris","3 Rue d'Avron, 75020 Paris, France","","3 Rue d'Avron","75020","","FR","Europe/Paris","V92X+JG Paris, France","+33 7 62 45 26 67","https://ifixphone.fr/","4.9","768","91","Excellent","","Open ? Closes 8?PM","48.851535299999995","2.3988177","Accessibility; Offerings; Payments","Accessibility; Offerings; Payments","Wheelchair accessible entrance; Repair services; Credit cards; Debit cards"
"Vivre Mobile Paris 5 Vente et Réparation iPhone/Samsung/Huawei/Xiaomi","? Bienvenue chez Vivre Mobile Monge votre expert en réparation de téléphones à Paris (5e, 6e,7e, 13e arrondissements). Nous proposons des services rapides et fiables : APPLE,IPHONE,SAMSUNG,XIAOMI,HUAWEI...Réparation d'écran, remplacement de batterie, dépannage smartphone et vente d accessoires aux meilleur prix :chargeur ,Ecouteur,OREILLETTE,CABLE,TRANSFERT,ADAPTATEUR,
IPHONE ,SAMSUNG,XIAOMI,HUAWEI...RECYCLE AU MEILLEUR PRIX DU MARCHE:plus encore. Profitez de nos tarifs compétitifs et d'une expertise reconnue. Visitez-nous dès aujourd'hui pour un service de qualité et un accueil chaleureux ,","Cell phone store","Cell phone store; Computer service; Discount store; Mobile phone repair shop","réparation de téléphones in suresnes","Paris","36 Rue Monge, 75005 Paris, France","","36 Rue Monge","75005","","FR","Europe/Paris","R9W2+9J Paris, France","+33 1 44 27 04 94","https://docs.google.com/forms/d/e/1FAIpQLSf2d33113sOzE6op4HIH_IIBQo4NGGRBlOs5ZTgn7orXnCzjw/viewform","4.4","643","69","Good","","Open ? Closes 7:15?PM","48.8459576","2.351542","Service options; Accessibility; Offerings; Amenities; Planning; Recycling; Payments","Service options; Accessibility; Offerings; Amenities; Planning; Recycling; Payments","Curbside pickup; Delivery; In-store pickup; In-store shopping; Onsite services; Same-day delivery; Wheelchair accessible entrance; Repair services; Wi-Fi; Quick visit; Batteries; Cash-only; Checks; Credit cards; Debit cards; NFC mobile payments"
